,Name,Category,Year,Link,Name_right,Profession,Birth Info,Description,Birthplace,Birthdate,Age,Pronouns
65,Bernard Kouchner ,ICONS,2004,"www.content.time.com/time/specials/packages/article/0,28804,1970858_1970910_1971994,00.html",Bernard Kouchner,French Politician,"Born: November 1, 1939 (age 81 years), Avignon, France",Bernard Kouchner is a French politician and physician. He is the co-founder of Médecins Sans Frontières and Médecins du Monde. ,"Avignon, France","November 1, 1939",81,He
66,Bill Bellichick ,ICONS,2004,"www.content.time.com/time/specials/packages/article/0,28804,1970858_1970910_1971997,00.html",Bill Belichick,General Manager of the New England Patriots,"Born: April 16, 1952 (age 68 years), Nashville, TN","William Stephen Belichick is an American professional football coach who serves as the head coach of the New England Patriots of the National Football League. He exercises extensive authority over the Patriots' football operations, effectively making him the team's general manager as well. ","Nashville, TN","April 16, 1952",68,He
67,David Beckham ,ICONS,2004,"www.content.time.com/time/specials/packages/article/0,28804,1970858_1970910_1971999,00.html",David Beckham,English soccer player,"Born: May 2, 1975 (age 45 years), Whipps Cross University Hospital, London, United Kingdom","David Robert Joseph Beckham OBE is an English former professional footballer, the current president & co-owner of Inter Miami CF and co-owner of Salford City. ","Whipps Cross University Hospital, London, United Kingdom","May 2, 1975",45,
68,Lance Armstrong ,ICONS,2004,"www.content.time.com/time/specials/packages/article/0,28804,1970858_1970910_1972000,00.html",Lance Armstrong,American professional road racing cyclist,"Born: September 18, 1971 (age 49 years), Plano, TX","Lance Edward Armstrong is an American former professional road racing cyclist. He was known for his seven consecutive Tour de France wins from 1999 to 2005, the most in the event's history. ","Plano, TX","September 18, 1971",49,He
69,Yao Ming ,ICONS,2004,"www.content.time.com/time/specials/packages/article/0,28804,1970858_1970910_1972002,00.html",Yao Ming,Chinese basketball player,"Born: September 12, 1980 (age 40 years), Shanghai, China",Yao Ming is a Chinese basketball executive and former professional player. He played for the Shanghai Sharks of the Chinese Basketball Association and the Houston Rockets of the National Basketball Association. ,"Shanghai, China","September 12, 1980",40,He
70,John Bogle ,ICONS,2004,"www.content.time.com/time/specials/packages/article/0,28804,1970858_1970910_1972003,00.html",John C. Bogle,American investor,"Born: May 8, 1929, Montclair, NJ","John Clifton ""Jack"" Bogle was an American investor, business magnate, and philanthropist. He was the founder and chief executive of The Vanguard Group, and is credited with creating the first index fund. ",,"May 8, 1929, Montclair,",,He
71,Mel Gibson ,ICONS,2004,"www.content.time.com/time/specials/packages/article/0,28804,1970858_1970910_1972005,00.html",Mel Gibson,Actor,"Born: January 3, 1956 (age 64 years), Peekskill, NY","Mel Columcille Gerard Gibson AO is an American actor, film director, producer, and screenwriter. He is best known for his action hero roles, particularly his breakout role as Max Rockatansky in the ... ","Peekskill, NY","January 3, 1956",64,He
72,Arthur Agatston ,ICONS,2004,"www.content.time.com/time/specials/packages/article/0,28804,1970858_1970910_1972009,00.html",Arthur Agatston,American cardiologist,"Born: 1947 (age 73 years), New York, NY","Arthur Agatston is an American cardiologist and celebrity doctor best known as the developer of the South Beach Diet, but also as the author of many published scholarly papers in the field of noninvasive cardiac diagnostics. His scientific research led to the Agatston Score for measuring coronary artery calcium. ","New York, NY",1947,73,His
73,Dalai Lama ,ICONS,2004,"www.content.time.com/time/specials/packages/article/0,28804,1970858_1970910_1972014,00.html",14th Dalai Lama,Null,"Born: July 6, 1935 (age 85 years), Taktser, China","The 14th Dalai Lama is the current Dalai Lama, the highest spiritual leader of Tibet, and considered a living buddha. The Dalai Lamas are also leaders of the Gelug school, which is the newest school of Tibetan Buddhism and was formally headed by the Ganden Tripas. ","Taktser, China","July 6, 1935",85,
74,Tiger Woods ,ICONS,2004,"www.content.time.com/time/specials/packages/article/0,28804,1970858_1970910_1972024,00.html",Tiger Woods,American professional golfer,"Born: December 30, 1975 (age 44 years), Cypress, CA","Eldrick Tont ""Tiger"" Woods is an American professional golfer. He is tied for first in PGA Tour wins and ranks second in men's major championships and also holds numerous golf records. Woods is widely regarded as one of the greatest golfers, and one of the most famous athletes of all time. ","Cypress, CA","December 30, 1975",44,He
75,Paula Radcliffe ,ICONS,2004,"www.content.time.com/time/specials/packages/article/0,28804,1970858_1970910_1972027,00.html",Paula Radcliffe,British long-distance runner,"Born: December 17, 1973 (age 46 years), Davenham, United Kingdom","Paula Jane Radcliffe, MBE is a former British long-distance runner. She is a three-time winner of the London Marathon, three-time New York Marathon champion, and 2002 Chicago Marathon winner. ","Davenham, United Kingdom","December 17, 1973",46,She
76,Oprah Winfrey ,ICONS,2004,"www.content.time.com/time/specials/packages/article/0,28804,1970858_1970910_1972029,00.html",Oprah Winfrey,American host,"Born: January 29, 1954 (age 66 years), Kosciusko, MS","Oprah Gail Winfrey is an American talk show host, television producer, actress, author, and philanthropist. ","Kosciusko, MS","January 29, 1954",66,
77,Arnold Schwarzenegger ,ICONS,2004,"www.content.time.com/time/specials/packages/article/0,28804,1970858_1970910_1972033,00.html",Arnold Schwarzenegger,Former Governor of California,"Born: July 30, 1947 (age 73 years), Styria, Austria","Arnold Alois Schwarzenegger is an Austrian-American actor, businessman, retired professional bodybuilder and former politician who served as the 38th Governor of California from 2003 to 2011. As of 2020, he is the most recent Republican governor of California. ","Styria, Austria","July 30, 1947",73,he
78,Evan Wolfson ,ICONS,2004,"www.content.time.com/time/specials/packages/article/0,28804,1970858_1970910_1972049,00.html",Evan Wolfson,Attorney,"Born: February 4, 1957 (age 63 years), Brooklyn, New York, NY","Evan Wolfson is an attorney and gay rights advocate. He is the founder of Freedom to Marry, a group favoring same-sex marriage in the United States, serving as president until its 2015 victory and subsequent wind-down. ","Brooklyn, New York, NY","February 4, 1957",63,He
79,B.K.S. Iyengar ,ICONS,2004,"www.content.time.com/time/specials/packages/article/0,28804,1970858_1970910_1972051,00.html",B. K. S. Iyengar,Teacher,"Born: December 14, 1918, Bellur, India","Bellur Krishnamachar Sundararaja Iyengar, better known as B.K.S. Iyengar, was the founder of the style of yoga as exercise known as ""Iyengar Yoga"" and was considered one of the foremost yoga teachers in the world. ",,"December 14, 1918, Bellur,",,
80,Edward Witten ,PIONEERS,2004,"www.content.time.com/time/specials/packages/article/0,28804,1970858_1970909_1971670,00.html",Edward Witten,American mathematical physicist,"Born: August 26, 1951 (age 69 years), Baltimore, MD",Edward Witten is an American mathematical and theoretical physicist. He is currently the Charles Simonyi Professor in the School of Natural Sciences at the Institute for Advanced Study. ,"Baltimore, MD","August 26, 1951",69,He
81,Steven Pinker ,PIONEERS,2004,"www.content.time.com/time/specials/packages/article/0,28804,1970858_1970909_1971671,00.html",Steven Pinker,Canadian psychologist,"Born: September 18, 1954 (age 66 years), Montreal, Canada","Steven Arthur Pinker is a Canadian-American cognitive psychologist, linguist, and popular science author. He is an advocate of evolutionary psychology and the computational theory of mind. Pinker's academic specializations are visual cognition and psycholinguistics. ","Montreal, Canada","September 18, 1954",66,He
82,Eric Lander ,PIONEERS,2004,"www.content.time.com/time/specials/packages/article/0,28804,1970858_1970909_1971674,00.html",Eric Lander,Director of the Broad Institute,"Born: February 3, 1957 (age 63 years), Brooklyn, New York, NY","Eric Steven Lander, a mathematician and geneticist, is a Professor of Biology at the Massachusetts Institute of Technology and Professor of Systems Biology at Harvard Medical School, former member of the Whitehead Institute, and founding director of the Broad Institute of MIT and Harvard. ","Brooklyn, New York, NY","February 3, 1957",63,
83,Korean Cloners ,PIONEERS,2004,"www.content.time.com/time/specials/packages/article/0,28804,1970858_1970909_1971678,00.html",Null,Null,Null,Null,,,,
84,Paul Ridker ,PIONEERS,2004,"www.content.time.com/time/specials/packages/article/0,28804,1970858_1970909_1971680,00.html",See results about,Null,Null,Null,,,,
85,Hernando de Soto ,PIONEERS,2004,"www.content.time.com/time/specials/packages/article/0,28804,1970858_1970909_1971683,00.html",Hernando de Soto,Spanish conquistador,"Born: 1500, Badajoz, Spain","Hernando de Soto was a Spanish explorer and conquistador who was involved in expeditions in Nicaragua and the Yucatan Peninsula, and played an important role in Pizarro's conquest of the Inca Empire in ... ",,"1500, Badajoz,",,
86,Jeff Sachs ,PIONEERS,2004,"www.content.time.com/time/specials/packages/article/0,28804,1970858_1970909_1971686,00.html",Jeffrey Sachs,American economist,"Born: November 5, 1954 (age 66 years), Detroit, MI","Jeffrey David Sachs is an American economist, academic, public policy analyst and former director of The Earth Institute at Columbia University, where he holds the title of University Professor. ","Detroit, MI","November 5, 1954",66,he
87,Linus Torvalds ,PIONEERS,2004,"www.content.time.com/time/specials/packages/article/0,28804,1970858_1970909_1971691,00.html",Linus Torvalds,American-Finnish software engineer,"Born: December 28, 1969 (age 50 years), Helsinki, Finland","Linus Benedict Torvalds is a Finnish-American software engineer who is the creator and, historically, the principal developer of the Linux kernel, which is the kernel for GNU/Linux operating systems and other operating systems such as Android and Chrome OS. ","Helsinki, Finland","December 28, 1969",50,
88,Niall Ferguson ,PIONEERS,2004,"www.content.time.com/time/specials/packages/article/0,28804,1970858_1970909_1971694,00.html",Niall Ferguson,Historian,"Born: April 18, 1964 (age 56 years), Glasgow, United Kingdom",Niall Campbell Ferguson is a Scottish-American historian and the Milbank Family Senior Fellow at the Hoover Institution at Stanford University. ,"Glasgow, United Kingdom","April 18, 1964",56,
89,Bernard Lewis ,PIONEERS,2004,"www.content.time.com/time/specials/packages/article/0,28804,1970858_1970909_1971696,00.html",Bernard Lewis,American-British historian,"Born: May 31, 1916, Stoke Newington, London, United Kingdom","Bernard Lewis, FBA was a British American historian specialized in Oriental studies. He was also known as a public intellectual and political commentator. Lewis was the Cleveland E. Dodge Professor Emeritus of Near Eastern Studies at Princeton University. ",,"May 31, 1916, Stoke Newington, London, United",,He
90,Tariq Ramadan ,PIONEERS,2004,"www.content.time.com/time/specials/packages/article/0,28804,1970858_1970909_1971700,00.html",T Ramadan,Academic,"Born: August 26, 1962 (age 58 years), Geneva, Switzerland","Tariq Ramadan is a Swiss Muslim academic, philosopher, and writer. He was a professor of contemporary Islamic studies at St Antony's College, Oxford and the Faculty of Theology and Religion, University of Oxford, but as of 2018 is taking an agreed leave of absence. ","Geneva, Switzerland","August 26, 1962",58,He
91,Jürgen Habermas ,PIONEERS,2004,"www.content.time.com/time/specials/packages/article/0,28804,1970858_1970909_1971707,00.html",Jürgen Habermas,German philosopher,"Born: June 18, 1929 (age 91 years), Düsseldorf, Germany",Jürgen Habermas is a German philosopher and sociologist in the tradition of critical theory and pragmatism. His work addresses communicative rationality and the public sphere. ,"Düsseldorf, Germany","June 18, 1929",91,His
92,Samantha Power ,PIONEERS,2004,"www.content.time.com/time/specials/packages/article/0,28804,1970858_1970909_1971708,00.html",Samantha Power,Former United States Ambassador to the United Nations,"Born: September 21, 1970 (age 50 years), Castleknock, Ireland","Samantha Jane Power is an Irish-American academic, and a Pulitzer Prize-winning author who served as the 28th United States Ambassador to the United Nations from 2013 to 2017. She is a member of the Democratic Party. ","Castleknock, Ireland","September 21, 1970",50,She
93,Sandra Day O'Connor ,PIONEERS,2004,"www.content.time.com/time/specials/packages/article/0,28804,1970858_1970909_1971710,00.html",Sandra Day O'Connor,Former Associate Justice of the Supreme Court of the United States,"Born: March 26, 1930 (age 90 years), El Paso, TX","Sandra Day O'Connor is a retired attorney, politician, and the first woman associate justice of the Supreme Court of the United States, a position she held from 1981 until her retirement in 2006. She was the first woman nominated and confirmed. ","El Paso, TX","March 26, 1930",90,she
94,Jill Tarter ,PIONEERS,2004,"www.content.time.com/time/specials/packages/article/0,28804,1970858_1970909_1971711,00.html",Jill Tarter,American astronomer,"Born: January 16, 1944 (age 76 years), United States","Jill Cornell Tarter is an American astronomer best known for her work on the search for extraterrestrial intelligence. Tarter is the former director of the Center for SETI Research, holding the Bernard M. Oliver Chair for SETI at the SETI Institute. ",United States,"January 16, 1944",76,her
95,Julie Garberding ,PIONEERS,2004,"www.content.time.com/time/specials/packages/article/0,28804,1970858_1970909_1971713,00.html",Null,Null,Null,Null,,,,
96,Joschka Fischer ,PIONEERS,2004,"www.content.time.com/time/specials/packages/article/0,28804,1970858_1970909_1971715,00.html",Joschka Fischer,Former Vice-Chancellor of Germany,"Born: April 12, 1948 (age 72 years), Gerabronn, Germany","Joseph Martin ""Joschka"" Fischer is a German politician of the Alliance '90/The Greens. He served as Foreign Minister and as Vice Chancellor of Germany in the cabinet of Gerhard Schröder from 1998 to 2005. ","Gerabronn, Germany","April 12, 1948",72,He
97,Bjorn Lomborg ,PIONEERS,2004,"www.content.time.com/time/specials/packages/article/0,28804,1970858_1970909_1971717,00.html",Bjørn Lomborg,Danish author,"Born: January 6, 1965 (age 55 years), Frederiksberg, Denmark","Bjørn Lomborg is a Danish author and President of his think tank, Copenhagen Consensus Center. He is former director of the Danish government's Environmental Assessment Institute in Copenhagen. ","Frederiksberg, Denmark","January 6, 1965",55,his
98,Jong-Wook Lee ,PIONEERS,2004,"www.content.time.com/time/specials/packages/article/0,28804,1970858_1970909_1971720,00.html",Lee Jong-wook,South Korean doctor,"Born: April 12, 1945, Seoul, South Korea","Lee Jong-wook was a South Korean public health doctor. He was the director-general of the World Health Organization for three years. Lee joined the WHO in 1983, working on a variety of projects including the Global Programme for Vaccines and Immunizations and Stop Tuberculosis. ",,"April 12, 1945, Seoul, South",,He
99,Louise Arbor ,PIONEERS,2004,"www.content.time.com/time/specials/packages/article/0,28804,1970858_1970909_1971722,00.html",Louise Arbour,Canadian lawyer,"Born: February 10, 1947 (age 73 years), Montreal, Canada","Louise Arbour, CC GOQ is a Canadian lawyer, prosecutor and jurist. She is currently the Special Representative of the United Nations Secretary-General for International Migration. ","Montreal, Canada","February 10, 1947",73,She
