,Name,Category,Year,Link,Name_right,Profession,Birth Info,Description,Birthplace,Birthdate,Age,Pronouns
70,Tom Frieden,LEADERS,2015,https://time.com/collection-post/3823245/tom-frieden-2015-time-100/,Tom Frieden,American physician,"Born: December 7, 1960 (age 60 years), New York, NY","Thomas R. Frieden is an American infectious disease and public health physician. He serves as president and CEO of Resolve to Save Lives, a $225 million, five-year initiative to prevent epidemics and cardiovascular disease. ","New York, NY","December 7, 1960",60,He
71,Samantha Power,LEADERS,2015,https://time.com/collection-post/3823250/samantha-power-2015-time-100/,Samantha Power,Former United States Ambassador to the United Nations,"Born: September 21, 1970 (age 50 years), Castleknock, Ireland","Samantha Jane Power is an Irish-American academic, and a Pulitzer Prize-winning author who served as the 28th United States Ambassador to the United Nations from 2013 to 2017. She is a member of the Democratic Party. ","Castleknock, Ireland","September 21, 1970",50,She
72,Raúl Castro,LEADERS,2015,https://time.com/collection-post/3823257/raul-castro-2015-time-100/,Raúl Castro,Former President of the Council of State of Cuba,"Born: June 3, 1931 (age 89 years), Biran, Cuba","Raúl Modesto Castro Ruz is a Cuban politician who is currently serving as the First Secretary of the Communist Party of Cuba, the most senior position in the communist state, succeeding his brother Fidel Castro in April 2011. ","Biran, Cuba","June 3, 1931",89,his
73,Kim Jong Un,LEADERS,2015,https://time.com/collection-post/3823848/kim-jong-un-2015-time-100/,Kim Jong-un,Supreme Leader of North Korea,"Born: January 8, 1984 (age 36 years), Pyongyang, North Korea","Kim Jong-un or Kim Jong Un is a North Korean politician serving as Supreme Leader of North Korea since 2011 and the leader of the Workers' Party of Korea since 2012. He is the second child of Kim Jong-il, who was North Korea's second supreme leader from 1994 to 2011, and Ko Yong-hui. ","Pyongyang, North Korea","January 8, 1984",36,He
74,Abubakar Shekau,LEADERS,2015,https://time.com/collection-post/3823849/abubakar-shekau-2015-time-100/,Abubakar Shekau,Null,"Born: March 24, 1973 (age 47 years), Yobe, Nigeria","Abu Mohammed Abubakar bin Mohammad al-Sheikawi is a Kanuri man known as the current leader of Boko Haram, a Nigerian militant group that has declared loyalty to the Islamist militant group, Islamic State of Iraq and the Levant. ","Yobe, Nigeria","March 24, 1973",47,
75,Benjamin Netanyahu,LEADERS,2015,https://time.com/collection-post/3822851/benjamin-netanyahu-2015-time-100/,Benjamin Netanyahu,Prime Minister of Israel,"Born: October 21, 1949 (age 71 years), Tel Aviv-Yafo, Israel","Benjamin Netanyahu is an Israeli politician serving as Prime Minister of Israel since 2009, and previously from 1996 to 1999. Netanyahu is also the Chairman of the Likud – National Liberal Movement. ","Tel Aviv-Yafo, Israel","October 21, 1949",71,
76,Hillary Clinton,LEADERS,2015,https://time.com/collection-post/3823194/hillary-clinton-2015-time-100/,Hillary Clinton,Former United States Secretary of State,"Born: October 26, 1947 (age 73 years), Edgewater Hospital, Chicago","Hillary Diane Rodham Clinton is an American politician, diplomat, lawyer, writer, and public speaker who served as the 67th United States secretary of state from 2009 to 2013, as a United States senator from New York from 2001 to 2009, and as First Lady of the United States from 1993 to 2001. ","Edgewater Hospital, Chicago","October 26, 1947",73,
77,Martin Dempsey,LEADERS,2015,https://time.com/collection-post/3823200/martin-dempsey-2015-time-100/,Martin Dempsey,General,"Born: March 14, 1952 (age 68 years), Jersey City, NJ","Martin Edward Dempsey, sometimes known as Marty Dempsey, is a retired United States Army general who served as the 18th Chairman of the Joint Chiefs of Staff from October 1, 2011 until September 25, 2015. He previously served as the 37th Chief of Staff of the Army from April 11, 2011, to September 7, 2011. ","Jersey City, NJ","March 14, 1952",68,He
78,Beji Caid Essebsi,LEADERS,2015,https://time.com/collection-post/3823201/beji-caid-essebsi-2015-time-100/,Beji Caid Essebsi,Former President of Tunisia,"Born: November 29, 1926, Sidi Bou Said, Carthage, Tunisia","Mohamed Beji Caid Essebsi was a Tunisian politician who was the President of Tunisia from 31 December 2014 until his death on 25 July 2019. Previously, he served as Minister of Foreign Affairs from 1981 to 1986 and as Prime Minister from February 2011 to December 2011. ","Carthage, Tunisia",,,his
79,Adam Silver,LEADERS,2015,https://time.com/collection-post/3823281/adam-silver-2015-time-100/,Adam Silver,Commissioner of the NBA,"Born: April 25, 1962 (age 58 years), Rye, NY","Adam Silver is an American businessman, lawyer and sports executive who is the fifth and current commissioner of the National Basketball Association. ","Rye, NY","April 25, 1962",58,
80,Lu Wei,LEADERS,2015,https://time.com/collection-post/3823285/lu-wei-2015-time-100/,Lu Wei,Former Vice Mayor of Beijing,"Born: January 1960 (age 60 years), Chaohu, Hefei, China","Lu Wei is a former Chinese politician. He served as the deputy head of the Propaganda Department of the Communist Party of China, the head of the General Office of the Central Leading Group for Internet Security and Informatization from April 2013 to June 2016. ","Chaohu, Hefei, China",January 1960,60,He
81,Marine Le Pen,LEADERS,2015,https://time.com/collection-post/3823288/marine-le-pen-2015-time-100/,Marine Le Pen,Member of National Assembly,"Born: August 5, 1968 (age 52 years), Neuilly-sur-Seine, France","Marion Anne Perrine ""Marine"" Le Pen is a French politician and lawyer serving as President of the National Rally political party since 2011, with a brief interruption in 2017. She has been the member of the National Assembly for Pas-de-Calais's 11th constituency since 18 June 2017. ","Neuilly-sur-Seine, France","August 5, 1968",52,She
82,Barack Obama,LEADERS,2015,https://time.com/collection-post/3823210/barack-obama-2015-time-100/,Barack Obama,44th U.S. President,"Born: August 4, 1961 (age 59 years), Kapiʻolani Medical Center for Women & Children, Honolulu, HI","Barack Hussein Obama II is an American politician and attorney who served as the 44th president of the United States from 2009 to 2017. A member of the Democratic Party, Obama was the first African-American president of the United States. ","Kapiʻolani Medical Center for Women & Children, Honolulu, HI","August 4, 1961",59,
83,Mitch McConnell,LEADERS,2015,https://time.com/collection-post/3822824/mitch-mcconnell-2015-time-100/,Mitch McConnell,United States Senator,"Born: February 20, 1942 (age 78 years), Sheffield, AL",Addison Mitchell McConnell Jr. is an American politician currently serving as Kentucky's senior United States senator and as Senate majority leader. ,"Sheffield, AL","February 20, 1942",78,
84,Mohammad Javad Zarif,LEADERS,2015,https://time.com/collection-post/3822829/mohammad-javad-zarif-2015-time-100/,Mohammad Javad Zarif,Foreign Affairs Minister of Iran,"Born: January 8, 1960 (age 60 years), Tehran, Iran",Mohammad Javad Zarif is an Iranian career diplomat and academic. He has been foreign minister of Iran since 2013. ,"Tehran, Iran","January 8, 1960",60,He
85,Joanne Liu,LEADERS,2015,https://time.com/collection-post/3822834/joanne-liu-2015-time-100/,Joanne Liu,International President of Doctors Without Borders,"Born: April 11, 1965 (age 55 years), Quebec City, Canada","Joanne Liu, M.D., C.M., is a Canadian pediatric emergency medicine physician, Associate Professor of Medicine at the University of Montreal, Professor of Clinical Medicine at McGill University, and the previous International President of Médecins sans frontières. ","Quebec City, Canada","April 11, 1965",55,
86,Ruth Bader Ginsburg,LEADERS,2015,https://time.com/collection-post/3823889/ruth-bader-ginsburg-2015-time-100/,Ruth Bader Ginsburg,Former Associate Justice of the Supreme Court of the United States,"Born: March 15, 1933, Brooklyn","Joan Ruth Bader Ginsburg was an associate justice of the Supreme Court of the United States from 1993 until her death on September 18, 2020. She was nominated by President Bill Clinton, replacing retiring justice Byron White, and at the time was generally viewed as a moderate consensus-builder. ","Brooklyn, NY",,,her
87,Taylor Swift,ICONS,2015,https://time.com/collection-post/3823888/taylor-swift-2015-time-100/,Taylor Swift,American singer,"Born: December 13, 1989 (age 30 years), West Reading, PA","Taylor Alison Swift is an American singer-songwriter. Her narrative songwriting, which often centers around her personal life, has received widespread critical plaudits and media coverage. Born in West Reading, Pennsylvania, Swift relocated to Nashville, Tennessee in 2004 to pursue a career in country music. ","West Reading, PA","December 13, 1989",30,Her
88,Diane von Furstenberg,ICONS,2015,https://time.com/collection-post/3822877/diane-von-furstenberg-2015-time-100/,Diane von Furstenberg,Fashion designer,"Born: December 31, 1946 (age 73 years), Brussels, Belgium","Diane von Fürstenberg, is a Belgian fashion designer best known for her wrap dress. She initially rose to prominence when she married into the German princely House of Fürstenberg, as the wife of Prince Egon von Fürstenberg. ","Brussels, Belgium","December 31, 1946",73,her
89,Gabriel Medina,ICONS,2015,https://time.com/collection-post/3823170/gabriel-medina-2015-time-100/,Gabriel Medina,Brazilian surfer,"Born: December 22, 1993 (age 26 years), São Sebastião, State of São Paulo, Brazil","Gabriel Medina Pinto Ferreira is a Brazilian professional surfer, also the 2014 and 2018 WSL World Champion. Medina joined the world's elite of the World Surf League Tour in 2011, and in his rookie year he finished within the top 12 of the ASP World Tour at the age of 17. ","São Sebastião, State of São Paulo, Brazil","December 22, 1993",26,his
90,Haruki Murakami,ICONS,2015,https://time.com/collection-post/3823189/haruki-murakami-2015-time-100/,Haruki Murakami,Japanese writer,"Born: January 12, 1949 (age 71 years), Kyoto, Kyoto, Japan","Haruki Murakami is a Japanese writer. His books and stories have been bestsellers in Japan as well as internationally, with his work being translated into 50 languages and selling millions of copies outside his native country. ","Kyoto, Kyoto, Japan","January 12, 1949",71,His
91,Björk,ICONS,2015,https://time.com/collection-post/3823157/bjork-2015-time-100/,Björk,Icelandic singer-songwriter,"Born: November 21, 1965 (age 55 years), Reykjavík, Iceland","Björk Guðmundsdóttir OTF is an Icelandic singer, songwriter, record producer, actress, and DJ. Over her four-decade career, she has developed an eclectic musical style that draws on a range of influences and genres spanning electronic, pop, experimental, trip hop, classical, and avant-garde music. ","Reykjavík, Iceland","November 21, 1965",55,her
92,Jerry Brown,ICONS,2015,https://time.com/collection-post/3823160/jerry-brown-2015-time-100/,Jerry Brown,Former Governor of California,"Born: April 7, 1938 (age 82 years), San Francisco, CA",Edmund Gerald Brown Jr. is an American politician who served as the 34th and 39th governor of California from 1975 to 1983 and 2011 to 2019. ,"San Francisco, CA","April 7, 1938",82,
93,Abby Wambach,ICONS,2015,https://time.com/collection-post/3823298/abby-wambach-2015-time-100/,Abby Wambach,American soccer player,"Born: June 2, 1980 (age 40 years), Rochester, NY","Mary Abigail Wambach is an American retired soccer player, coach, two-time Olympic gold medalist, a FIFA Women's World Cup champion and a member of the National Soccer Hall of Fame. ","Rochester, NY","June 2, 1980",40,
94,Ina Garten,ICONS,2015,https://time.com/collection-post/3823301/ina-garten-2015-time-100/,Ina Garten,American author,"Born: February 2, 1948 (age 72 years), Brooklyn, New York, NY","Ina Rosenberg Garten is an American author, host of the Food Network program Barefoot Contessa, and a former staff member of the White House Office of Management and Budget. Garten's mother in law bought her a subscription for Time Life cookbooks series and influenced her. ","Brooklyn, New York, NY","February 2, 1948",72,her
95,Thomas Piketty,ICONS,2015,https://time.com/collection-post/3823302/thomas-piketty-2015-time-100/,Thomas Piketty,French economist,"Born: May 7, 1971 (age 49 years), Clichy, France","Thomas Piketty is a French economist who is Professor of Economics at the School for Advanced Studies in the Social Sciences, Associate Chair at the Paris School of Economics and Centennial Professor of Economics in the International Inequalities Institute at the London School of Economics. ","Clichy, France","May 7, 1971",49,
96,Malala Yousafzai,ICONS,2015,https://time.com/collection-post/3822637/malala-yousafzai-2015-time-100/,Malala Yousafzai,Pakistani activist,"Born: July 12, 1997 (age 23 years), Mingora, Pakistan","Malala Yousafzai, often referred to mononymously as Malala, is a Pakistani activist for female education and the youngest Nobel Prize laureate. ","Mingora, Pakistan","July 12, 1997",23,
97,Pope Francis,ICONS,2015,https://time.com/collection-post/3822656/pope-francis-2015-time-100/,Pope Francis,Null,"Born: December 17, 1936 (age 83 years), Flores, Buenos Aires, Argentina","Pope Francis is the head of the Catholic Church and sovereign of the Vatican City State. Francis is the first Jesuit pope, the first from the Americas, the first from the Southern Hemisphere, and the first pope from outside Europe since the Syrian Gregory III, who reigned in the 8th century. ","Flores, Buenos Aires, Argentina","December 17, 1936",83,
98,David Koch,TITANS,2015,https://time.com/collection-post/3822767/charles-koch-david-koch-2015-time-100/,David Koch,American businessman,"Born: May 3, 1940, Wichita, KS","David Hamilton Koch was an American businessman, philanthropist, political activist, and chemical engineer. In 1970, he joined the family business: Koch Industries, the largest privately held company in the United States. ","Wichita, KS",,,he
99,Jennifer Doudna,PIONEERS,2015,https://time.com/collection-post/3822554/emmanuelle-charpentier-jennifer-doudna-2015-time-100/,Jennifer Doudna,American biochemist,"Born: February 19, 1964 (age 56 years), Washington, D.C.","Jennifer Anne Doudna is an American biochemist known for her pioneering work in CRISPR gene editing, for which she was awarded the 2020 Nobel Prize in Chemistry along with Emmanuelle Charpentier. ","Washington, D.C.","February 19, 1964",56,her
