,Name,Category,Year,Link,Name_right,Profession,Birth Info,Description,Birthplace,Birthdate,Age,Pronouns
65,Vrinda Grover,PIONEERS,2013,content.time.comhttps://time100.time.com/2013/04/18/time-100/slide/vrinda-grover/,Vrinda Grover,Lawyer,"Education: New York University, University of Delhi","Vrinda Grover is a lawyer, researcher, and human rights and women's rights activist based in New Delhi, India. ",,,,
66,Perry Chen,PIONEERS,2013,content.time.comhttps://time100.time.com/2013/04/18/time-100/slide/perry-chen/,Perry Chen,American artist,"Born: July 15, 1976 (age 44 years), New York, NY","Perry Chen is an American artist and entrepreneur known for being the creator and principal founder of Kickstarter, PBC, the online funding platform for creative projects. He came up with the idea for Kickstarter in 2001 and launched it in 2009 along with co-founders Charles Adler and Yancey Strickler. ","New York, NY","July 15, 1976",44,He
67,Roya Mahboob,PIONEERS,2013,content.time.comhttps://time100.time.com/2013/04/18/time-100/slide/roya-mahboob/,Roya Mahboob,Businesswoman,"Born: 1987 (age 33 years), Herat, Afghanistan","Roya Mahboob is a businesswoman and entrepreneur from Afghanistan. She founded and serves as CEO of the Afghan Citadel Software Company, a full-service software development company based in Herat, Afghanistan. ","Herat, Afghanistan",1987,33,She
68,David Coleman,PIONEERS,2013,content.time.comhttps://time100.time.com/2013/04/18/time-100/slide/david-coleman/,David Coleman,American businessman,"Born: 1969 (age 51 years), Manhattan, New York, NY","David Coleman is an American businessman, currently serving as the ninth president of the College Board, a non-profit organization that designed the SAT exam, SAT Subject Tests, and Advanced Placement exams. He is often described in the media as ""the architect"" of the Common Core State Standards Initiative. ","Manhattan, New York, NY",1969,51,He
69,Travis Tygart,PIONEERS,2013,content.time.comhttps://time100.time.com/2013/04/18/time-100/slide/travis-tygart/,Travis Tygart,CEO of the United States Anti-Doping Agency,"Born: 1971 (age 49 years), Jacksonville, FL",Travis Thompson Tygart is an American lawyer and CEO of the United States Anti-Doping Agency. He is best known for his role in exposing Lance Armstrong's massive doping operation. ,"Jacksonville, FL",1971,49,He
70,Eric Greitens,PIONEERS,2013,content.time.comhttps://time100.time.com/2013/04/18/time-100/slide/eric-greitens/,Eric Greitens,Former Governor of Missouri,"Born: April 10, 1974 (age 46 years), St. Louis, MO","Eric Robert Greitens is an American politician, author, and former Navy SEAL who was the 56th governor of Missouri from January 2017 until his resignation in June 2018. Born and raised in St. Louis, Greitens received a doctorate from Lady Margaret Hall, Oxford, as a Rhodes scholar. ","St. Louis, MO","April 10, 1974",46,his
71,Andrew Sheng,PIONEERS,2013,content.time.comhttps://time100.time.com/2013/04/18/time-100/slide/andrew-sheng/,Andrew Sheng,Malaysian banker,Born: 1946 (age 74 years),"Tan Sri Andrew Sheng is Hong Kong-based Malaysian Chinese banker, academic and commentator. He started his career as an accountant and is now a Distinguished Fellow of Fung Global Institute, a global think tank based in Hong Kong. ",,1946,74,He
72,Don Yeomans,PIONEERS,2013,content.time.comhttps://time100.time.com/2013/04/18/time-100/slide/don-yeomans/,Null,Null,Null,Null,,,,
73,Jared Cohen,PIONEERS,2013,content.time.comhttps://time100.time.com/2013/04/18/time-100/slide/jared-cohen/,Jared Cohen,American businessman,"Born: November 24, 1981 (age 39 years), Weston, CT","Jared Andrew Cohen is an American businessman currently serving as the CEO of Jigsaw and an Adjunct Senior Fellow at the Council on Foreign Relations. Previously, he served as a member of the Secretary of State's Policy Planning Staff and as an advisor to Condoleezza Rice and later Hillary Clinton. ","Weston, CT","November 24, 1981",39,he
74,Moncef Marzouki,PIONEERS,2013,content.time.comhttps://time100.time.com/2013/04/18/time-100/slide/moncef-marzouki/,Moncef Marzouki,Former Interim President of Tunisia,"Born: July 7, 1945 (age 75 years), Grombalia, Tunisia","Mohamed Moncef Marzouki is a Tunisian politician who was President of Tunisia from 2011 to 2014. Through his career he has been a human rights activist, physician and politician. On 12 December 2011, he was elected as President of Tunisia by the Constituent Assembly. ","Grombalia, Tunisia","July 7, 1945",75,his
75,Christopher Fabian and Erica Kochi,PIONEERS,2013,content.time.comhttps://time100.time.com/2013/04/18/time-100/slide/christopher-fabian-and-erica-kochi/,Null,Null,Null,Null,,,,
76,Kimberly Blackwell,PIONEERS,2013,content.time.comhttps://time100.time.com/2013/04/18/time-100/slide/kimberly-blackwell/,Dr. Kimberly L. Blackwell MD,Null,Null,Null,,,,
77,Kai-Fu Lee,PIONEERS,2013,content.time.comhttps://time100.time.com/2013/04/18/time-100/slide/kai-fu-lee/,Kai-Fu Lee,American-Taiwanese computer scientist,"Born: December 3, 1961 (age 59 years), Taiwan","Kai-Fu Lee is a Taiwanese-born American computer scientist, businessman, and writer. He is currently based in Beijing, China. Lee developed a speaker-independent, continuous speech recognition system as his Ph.D. thesis at Carnegie Mellon. ",Taiwan,"December 3, 1961",59,He
78,Mary Nichols,PIONEERS,2013,content.time.comhttps://time100.time.com/2013/04/18/time-100/slide/mary-nichols/,Mary D. Nichols,American attorney,"Born: April 10, 1945 (age 75 years), Minneapolis, MN",Mary Dolores Nichols is an American attorney and government official who has been the chairwoman of the California Air Resources Board since 2007. She also held that post between 1979 and 1983. ,"Minneapolis, MN","April 10, 1945",75,She
79,Peter Theisinger and Richard Cook,PIONEERS,2013,content.time.comhttps://time100.time.com/2013/04/18/time-100/slide/peter-theisinger-and-richard-cook/,Null,Null,Null,Null,,,,
80,Malala Yousafzai,ICONS,2013,content.time.comhttps://time100.time.com/2013/04/18/time-100/slide/malala-yousafzai/,Malala Yousafzai,Pakistani activist,"Born: July 12, 1997 (age 23 years), Mingora, Pakistan","Malala Yousafzai, often referred to mononymously as Malala, is a Pakistani activist for female education and the youngest Nobel Prize laureate. ","Mingora, Pakistan","July 12, 1997",23,
81,Lena Dunham,ICONS,2013,content.time.comhttps://time100.time.com/2013/04/18/time-100/slide/lena-dunham/,Lena Dunham,American actress,"Born: May 13, 1986 (age 34 years), New York, NY","Lena Dunham is an American actress, writer, director, and producer. She is known as the creator, writer, and star of the HBO television series Girls, for which she received several Emmy Award nominations and two Golden Globe Awards. ","New York, NY","May 13, 1986",34,She
82,Mario Balotelli,ICONS,2013,content.time.comhttps://time100.time.com/2013/04/18/time-100/slide/mario-balotelli/,Mario Balotelli,Italian soccer player,Salary: 3.7 million EUR (2016) Trending,Mario Balotelli Barwuah is an Italian professional footballer who plays as a striker for Serie B club Monza and the Italy national team. ,,,,
83,Peng Liyuan,ICONS,2013,content.time.comhttps://time100.time.com/2013/04/18/time-100/slide/peng-liyuan/,Peng Liyuan,Chinese singer,"Born: November 20, 1962 (age 58 years), Yuncheng County, Heze, China","Peng Liyuan is a Chinese contemporary folk singer who is the spouse of the President of the People's Republic of China. Peng Liyuan is married to the current General Secretary of the Chinese Communist Party and President Xi Jinping. Peng is referred to as the ""Chinese First Lady"" by Chinese media. ","Yuncheng County, Heze, China","November 20, 1962",58,
84,Aung San Suu Kyi,ICONS,2013,content.time.comhttps://time100.time.com/2013/04/18/time-100/slide/aung-san-suu-kyi/,Aung San Suu Kyi,State Counsellor of Myanmar,"Born: June 19, 1945 (age 75 years), Yangon, Myanmar (Burma)","Aung San Suu Kyi is a Burmese politician, diplomat, author, and a 1991 Nobel Peace Prize laureate. The first and incumbent State Counsellor of Myanmar, she is also the leader of the National League for Democracy and played a vital role in the state's transition from military junta to partial democracy. ","Yangon, Myanmar (Burma)","June 19, 1945",75,she
85,Omotola Jalade-Ekeinde,ICONS,2013,content.time.comhttps://time100.time.com/2013/04/18/time-100/slide/omotola-jalade-ekeinde/,Omotola Jalade Ekeinde,Nigerian actress,"Born: February 7, 1978 (age 42 years), Lagos, Nigeria","Omotola Jalade Ekeinde MFR is a Nigerian actress, singer, philanthropist and former model. Since her Nollywood film debut in 1995, Omotola has appeared in over 300 films, selling millions of video copies. ","Lagos, Nigeria","February 7, 1978",42,her
86,Lindsey Vonn,ICONS,2013,content.time.comhttps://time100.time.com/2013/04/18/time-100/slide/lindsey-vonn/,Lindsey Vonn,American alpine ski racer,"Born: October 18, 1984 (age 36 years), Saint Paul, MN","Lindsey Caroline Vonn is an American former World Cup alpine ski racer on the US Ski Team. She won four World Cup overall championships—one of only two female skiers to do so, along with Annemarie Moser-Pröll—with three consecutive titles in 2008, 2009, and 2010, plus another in 2012. ","Saint Paul, MN","October 18, 1984",36,She
87,Justin Timberlake,ICONS,2013,content.time.comhttps://time100.time.com/2013/04/18/time-100/slide/justin-timberlake/,Justin Timberlake,American singer-songwriter,"Born: January 31, 1981 (age 39 years), Memphis, TN","Justin Randall Timberlake is an American singer, songwriter, actor, and record producer. Born and raised in Tennessee, he appeared on the television shows Star Search and The All-New Mickey Mouse Club as a child. ","Memphis, TN","January 31, 1981",39,he
88,Gabrielle Giffords,ICONS,2013,content.time.comhttps://time100.time.com/2013/04/18/time-100/slide/gabrielle-giffords/,Gabby Giffords,Former United States Representative,"Born: June 8, 1970 (age 50 years), Tucson, AZ","Gabrielle Dee Giffords is an American politician and gun control advocate who served as a member of the United States House of Representatives representing Arizona's 8th congressional district from January 2007 until January 2012, when she resigned due to a severe brain injury suffered during an assassination attempt. ","Tucson, AZ","June 8, 1970",50,she
89,Beyoncé,ICONS,2013,content.time.comhttps://time100.time.com/2013/04/18/time-100/slide/beyonce/,Beyoncé,American singer,"Born: September 4, 1981 (age 39 years), Houston, TX","Beyoncé Giselle Knowles-Carter is an American singer, actress and record producer. Born and raised in Houston, Texas, Beyoncé performed in various singing and dancing competitions as a child. She rose to fame in the late 1990s as the lead singer of Destiny's Child, one of the best-selling girl groups of all time. ","Houston, TX","September 4, 1981",39,She
90,Daniel Day-Lewis,ICONS,2013,content.time.comhttps://time100.time.com/2013/04/18/time-100/slide/daniel-day-lewis/,Daniel Day-Lewis,Actor,"Born: April 29, 1957 (age 63 years), Kensington","Sir Daniel Michael Blake Day-Lewis is a retired English actor with dual British and Irish citizenship. One of the most respected actors of his generation, he has also been hailed as one of the greatest actors in cinematic history. ",Kensington,"April 29, 1957",63,his
91,Kate Middleton,ICONS,2013,content.time.comhttps://time100.time.com/2013/04/18/time-100/slide/kate-middleton/,"Catherine, Duchess of Cambridge",Null,"Spouse: Prince William, Duke of Cambridge (2011) Trending","Catherine, Duchess of Cambridge, GCVO, is a member of the British royal family. Her husband, Prince William, Duke of Cambridge, is second in the line of succession to the British throne, making Catherine a likely future queen consort. ",,,,Her
92,Michelle Obama,ICONS,2013,content.time.comhttps://time100.time.com/2013/04/18/time-100/slide/michelle-obama/,Michelle Obama,Former First Lady of the United States,"Born: January 17, 1964 (age 56 years), Chicago, IL","Michelle LaVaughn Robinson Obama is an American attorney and author who was the First Lady of the United States from 2009 to 2017. She is married to the 44th president of the United States, Barack Obama, and was the first African-American First Lady. ","Chicago, IL","January 17, 1964",56,She
93,Li Na,ICONS,2013,content.time.comhttps://time100.time.com/2013/04/18/time-100/slide/li-na/,Li Na,Chinese tennis player,"Born: February 26, 1982 (age 38 years), Wuhan, China","Li Na is a retired Chinese tennis player. She achieved a career-high WTA ranking of world No. 2 on 17 February 2014. Over the course of her career, Li won nine WTA Tour singles titles including two Grand Slam singles titles at the 2011 French Open and 2014 Australian Open. ","Wuhan, China","February 26, 1982",38,She
